번호,구분,근거,화장실명,소재지도로명주소,소재지지번주소,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,개방시간상세,설치연월,WGS84위도,WGS84경도,화장실소유구분,오물처리방식,안전관리시설설치대상여부,비상벨설치여부,비상벨설치장소,화장실입구CCTV설치유무,기저귀교환대유무,기저귀교환대장소,리모델링연월,데이터기준일자
698,간이화장실,법제3조제16호-영제3조제1항제1호,인곡리도로변,경상북도 문경시 동로면 금천로 1686,경상북도 문경시 동로면 인곡리 949,1,1,0,0,0,0,0,0,0,동로면 행정복지센터,054-550-8710,상시,,,36.71061,128.3039,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2023-12-21
699,공중화장실,법제3조제16호-영제3조제1항제1호,용지(수상)식당,경상북도 문경시 동로면 금천로 1802,경상북도 문경시 동로면 수평리 463,1,2,0,0,0,0,1,0,0,동로면 행정복지센터,054-550-8710,상시,,,36.71776,128.2998,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2023-12-21
700,공중화장실,법제3조제16호-영제3조제1항제1호,금천교,,경상북도 문경시 동로면 수평리 산42-2,1,2,0,0,0,0,2,0,0,동로면 행정복지센터,054-550-8710,상시,,,36.72187,128.3054,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,없음,,2023-12-21
701,공중화장실,법제3조제16호-영제3조제1항제1호,간송간좌골,,경상북도 문경시 동로면 간송리 677,1,1,0,0,0,0,1,0,0,동로면 행정복지센터,054-550-8710,상시,,,36.72172,128.3053,공공기관-지방자치단체,수거식,N,N,없음,N,N,없음,,2023-12-21
702,공중화장실,법제3조제16호-영제3조제1항제1호,간송도로변,,경상북도 문경시 동로면 간송리 950-2,1,2,0,0,0,0,1,0,0,동로면 행정복지센터,054-550-8710,상시,,,36.73307,128.3084,공공기관-지방자치단체,수거식,N,N,없음,N,N,없음,,2023-12-21
703,공중화장실,법제3조제16호-영제3조제1항제1호,천주휴게소,,경상북도 문경시 동로면 간송리 910-2,1,1,0,0,0,0,1,0,0,동로면 행정복지센터,054-550-8710,상시,,,36.73715,128.3118,공공기관-지방자치단체,수거식,N,N,없음,N,N,없음,,2023-12-21
704,간이화장실,법제3조제16호-영제3조제1항제1호,간송금천변,,경상북도 문경시 동로면 간송리 1097,1,1,0,0,0,0,0,0,0,동로면 행정복지센터,054-550-8710,상시,,,36.73704,128.3102,공공기관-지방자치단체,수거식,N,N,없음,N,N,없음,,2023-12-21
705,공중화장실,법제3조제16호-영제3조제1항제1호,천주사 입구,,경상북도 문경시 동로면 간송리 701-3,1,1,0,0,0,0,1,0,0,동로면 행정복지센터,054-550-8710,상시,,,36.73993,128.313,공공기관-지방자치단체,수거식,N,N,없음,N,N,없음,,2023-12-21
706,간이화장실,법제3조제16호-영제3조제1항제1호,허궁다리,,경상북도 문경시 동로면 간송리 216-3,1,1,0,0,0,0,0,0,0,동로면 행정복지센터,054-550-8710,상시,,,36.75461,128.3208,공공기관-지방자치단체,수거식,N,N,없음,N,N,없음,,2023-12-21
707,공중화장실,법제3조제16호-영제3조제1항제1호,천주산 입구,,경상북도 문경시 동로면 노은리 970,1,1,0,0,0,0,2,0,0,동로면 행정복지센터,054-550-8710,상시,,,36.76136,128.3166,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,없음,,2023-12-21
708,공중화장실,법제3조제16호-영제3조제1항제1호,노은리평지숲,,경상북도 문경시 동로면 노은리 산 88-1,1,1,0,0,0,0,1,0,0,동로면 행정복지센터,054-550-8710,상시,,,36.77295,128.3052,공공기관-지방자치단체,수거식,N,N,없음,N,N,없음,,2023-12-21
709,공중화장실,법제3조제16호-영제3조제1항제1호,적성1리(장자동쉼터),,경상북도 문경시 동로면 적성리 959,1,1,0,0,0,0,1,0,0,동로면 행정복지센터,054-550-8710,상시,,,36.77517,128.2932,공공기관-지방자치단체,수거식,N,N,없음,N,N,없음,,2023-12-21
710,공중화장실,법제3조제16호-영제3조제1항제1호,적성장터(파출소옆),,경상북도 문경시 동로면 적성리 568-1,2,2,0,0,0,0,2,0,0,동로면 행정복지센터,054-550-8710,상시,,,36.77447,128.3153,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,없음,,2023-12-21
711,공중화장실,법제3조제5호,체육공원,경상북도 문경시 동로면 여우목로 2760,경상북도 문경시 동로면 적성리 902,1,1,1,1,0,0,2,1,0,동로면 행정복지센터,054-550-8710,상시,,,36.77437,128.3113,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,없음,,2023-12-21
712,공중화장실,법제3조제16호-영제3조제1항제1호,오미자복지센터 광장,,경상북도 문경시 동로면 적성리 418,2,1,1,1,0,0,4,1,0,동로면 행정복지센터,054-550-8710,상시,,,36.76972,128.317,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,없음,,2023-12-21
713,간이화장실,법제3조제16호-영제3조제1항제1호,말무덤,,경상북도 문경시 동로면 적성리 1270,1,1,0,0,0,0,0,0,0,동로면 행정복지센터,054-550-8710,상시,,,36.77611,128.289,공공기관-지방자치단체,수거식,N,N,없음,N,N,없음,,2023-12-21
714,공중화장실,법제3조제16호-영제3조제1항제1호,적성2리(동네터쉼터),,경상북도 문경시 동로면 적성리 636-10,0,0,1,1,0,0,1,1,0,동로면 행정복지센터,054-550-8710,상시,,,36.77682,128.3167,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,없음,,2023-12-21
715,간이화장실,법제3조제16호-영제3조제1항제1호,적성도로 옆,,경상북도 문경시 동로면 적성리 산152,1,0,0,0,0,0,0,0,0,동로면 행정복지센터,054-550-8710,상시,,,36.77535,128.2968,공공기관-지방자치단체,수거식,N,N,없음,N,N,없음,,2023-12-21
716,공중화장실,법제3조제16호-영제3조제1항제1호,충혼탑,,경상북도 문경시 동로면 적성리 444-1,1,1,0,0,0,0,2,0,0,동로면 행정복지센터,054-550-8710,상시,,,36.76772,128.3181,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,없음,,2023-12-21
717,공중화장실,법제3조제16호-영제3조제1항제1호,(안)생달버스종점,,경상북도 문경시 동로면 생달리 560-1,1,1,1,1,0,0,3,1,0,동로면 행정복지센터,054-550-8710,상시,,,36.81266,128.2588,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,없음,,2023-12-21
718,공중화장실,법제3조제16호-영제3조제1항제1호,안생달교,,경상북도 문경시 동로면 생달리 393,1,1,0,0,0,0,1,0,0,동로면 행정복지센터,054-550-8710,상시,,,36.80646,128.2544,공공기관-지방자치단체,수거식,N,N,없음,N,N,없음,,2023-12-21
719,공중화장실,법제3조제16호-영제3조제1항제1호,오미자희망마을,경상북도 문경시 동로면 안생달길 157,경상북도 문경시 동로면 생달리 444-1,1,1,1,1,0,0,2,1,0,동로면 행정복지센터,054-550-8710,상시,,,36.80847,128.2542,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,없음,,2023-12-21
720,공중화장실,법제3조제5호,안생달 체육공원,,경상북도 문경시 동로면 생달리 396,1,1,0,0,0,0,1,0,0,동로면 행정복지센터,054-550-8710,상시,,,36.80708,128.254,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2023-12-21
721,공중화장실,법제3조제16호-영제3조제1항제1호,황장산등산로 입구,경상북도 문경시 동로면 안생달길 148,경상북도 문경시 동로면 생달리 347-8,2,2,0,0,0,0,4,0,0,동로면 행정복지센터,054-550-8710,상시,,,36.80742,128.2546,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,없음,,2023-12-21
722,공중화장실,법제3조제16호-영제3조제1항제1호,명전차갓교,,경상북도 문경시 동로면 명전리 산29-3,1,2,0,0,0,0,2,0,0,동로면 행정복지센터,054-550-8710,상시,,,36.84193,128.2714,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2023-12-21
723,공중화장실,법제3조제16호-영제3조제1항제1호,명전계곡,,경상북도 문경시 동로면 명전리 산29-102,1,2,0,0,0,0,2,0,0,동로면 행정복지센터,054-550-8710,상시,,,36.84393,128.2666,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2023-12-21
724,공중화장실,법제3조제16호-영제3조제1항제1호,강이주는맛집,,경상북도 문경시 마성면 신현리 653,1,1,0,0,0,0,2,0,0,마성면 행정복지센터,054-550-8738,상시,,,36.6547,128.1198,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2023-12-21
725,공중화장실,법제3조제2호,고모산성 주차장,경상북도 문경시 마성면 신현리 77-6,경상북도 문경시 마성면 신현리 77-6,2,2,0,0,0,0,2,0,0,마성면 행정복지센터,054-550-8738,상시,,,36.66283,128.129,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2023-12-21
726,공중화장실,법제3조제2호,고모산성 주막,,경상북도 문경시 마성면 신현리 100,1,0,0,0,0,0,1,0,0,마성면 행정복지센터,054-550-8738,상시,,,36.66174,128.1296,공공기관-지방자치단체,수거식,N,N,없음,N,N,없음,,2023-12-21
727,공중화장실,법제3조제16호-영제3조제1항제1호,광교선원 길목,,경상북도 문경시 마성면 상내리 917,1,1,0,0,0,0,1,0,0,마성면 행정복지센터,054-550-8738,상시,,,36.69617,128.0567,공공기관-지방자치단체,수거식,N,N,없음,N,N,없음,,2023-12-21
728,공중화장실,법제3조제16호-영제3조제1항제1호,구랑리 동네끝터,경상북도 문경시 마성면 구랑1길 40,경상북도 문경시 마성면 하내리 333-4,1,1,0,0,0,0,2,0,0,마성면 행정복지센터,054-550-8738,상시,,,36.65543,128.0972,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,없음,,2023-12-21
729,공중화장실,법제3조제5호,상내2리 소공원,,경상북도 문경시 마성면 상내리 799,1,1,0,0,0,0,2,0,0,마성면 행정복지센터,054-550-8738,상시,,,36.68879,128.0587,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2023-12-21
730,간이화장실,법제3조제16호-영제3조제1항제1호,자전거쉼터,,경상북도 문경시 마성면 오천리 724-1,1,1,0,0,0,0,0,0,0,마성면 행정복지센터,054-550-8738,상시,,,36.68648,128.1177,공공기관-지방자치단체,수거식,N,N,없음,N,N,없음,,2023-12-21
731,공중화장실,법제3조제16호-영제3조제1항제1호,진남 가선교다리,,경상북도 문경시 마성면 신현리 114-6,2,2,0,0,0,0,4,0,0,마성면 행정복지센터,054-550-8738,상시,,,36.65644,128.1287,공공기관-지방자치단체,수거식,N,N,없음,N,N,없음,,2023-12-21
732,공중화장실,법제3조제16호-영제3조제1항제1호,진남역 앞,,경상북도 문경시 마성면 신현리 120-4,4,2,0,0,0,0,4,0,0,마성면 행정복지센터,054-550-8738,상시,,,36.65477,128.1286,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,없음,,2023-12-21
733,공중화장실,법제3조제5호,개나리공원,,경상북도 문경시 모전동 863,0,2,0,0,0,0,0,0,0,점촌5동 행정복지센터,054-550-8884,상시,,,36.58712,128.1881,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,없음,,2023-12-21
734,공중화장실,법제3조제5호,장미공원,경상북도 문경시 당교3길 22,경상북도 문경시 모전동 865-4,1,1,0,0,0,0,2,0,0,점촌5동 행정복지센터,054-550-8884,상시,,,36.58543,128.1895,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,없음,,2023-12-21
735,공중화장실,법제3조제5호,모전1-1공원,,경상북도 문경시 모전동 1267,1,2,0,0,0,0,2,0,0,점촌5동 행정복지센터,054-550-8884,상시,,,36.584,128.1902,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,없음,,2023-12-21
736,공중화장실,법제3조제5호,반쟁이공원,경상북도 문경시 반쟁이길 5,경상북도 문경시 모전동 977,0,2,1,0,0,0,2,1,0,점촌5동 행정복지센터,054-550-8884,상시,,,36.59099,128.1917,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2023-12-21
737,공중화장실,법제3조제5호,모전공원(분수광장),경상북도 문경시 매봉1길 38,경상북도 문경시 모전동 246,1,2,1,1,0,0,4,1,0,문경시청 도시과,054-550-6363,상시,,,36.5888,128.1853,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,없음,,2023-12-21
738,공중화장실,법제3조제5호,모전공원(풋살장),,경상북도 문경시 모전동 산 30-2,2,2,1,1,0,0,5,1,0,문경시청 도시과,054-550-6363,상시,,,36.58971,128.1843,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2023-12-21
739,공중화장실,법제3조제5호,모전공원(테니스장),,경상북도 문경시 모전동 산 30-2,1,1,0,0,0,0,2,0,0,문경시청 도시과,054-550-6363,상시,,,36.59067,128.1835,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,없음,,2023-12-21
740,공중화장실,법제3조제5호,모전공원(놀이터),,경상북도 문경시 모전동 262,0,0,1,1,0,0,1,1,0,문경시청 도시과,054-550-6363,상시,,,36.5888,128.1873,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2023-12-21
741,공중화장실,법제3조제5호,문경온천 1공원,,경상북도 문경시 문경읍 하리 388,1,1,0,0,0,2,0,0,0,문경읍 행정복지센터,054-550-8511,상시,,,36.73092,128.1114,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2023-12-21
742,공중화장실,법제3조제5호,문경온천 2공원,,경상북도 문경시 문경읍 하리 396-3,2,4,0,0,0,2,0,0,0,문경읍 행정복지센터,054-550-8511,상시,,,36.72779,128.1078,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2023-12-21
743,개방화장실,법제3조제16호-영제3조제1항제1호,국립농산물품질관리원 문경사무소,경상북도 문경시 남부 4길 26,경상북도 문경시 모전동 63-3,1,2,1,0,0,0,2,1,0,국립농산물품질관리원,054-553-6060,정시,09:00~18:00,,36.58815,128.1952,공공기관-국가공공기관,수세식,Y,N,없음,N,N,없음,,2023-12-21
744,개방화장실,법제3조제16호-영제3조제1항제1호,국민건강보험공단 문경예천지사,경상북도 문경시 중앙3길 11,경상북도 문경시 점촌동 271-35,6,8,0,1,0,0,6,0,0,국민건강보험공단문경예천지사,054-550-5110,정시,09:00~18:00,,36.59349,128.2004,공공기관-특수법인,수세식,Y,N,없음,N,N,없음,,2023-12-21
745,개방화장실,법제3조제16호-영제3조제1항제1호,농어촌공사 문경지사,경상북도 문경시 산양면 금천로 42-4,경상북도 문경시 산양면 불암리 251-4,1,1,0,0,0,2,0,0,0,농어촌공사 문경지사,054-550-5300,정시,09:00~18:00,,36.61385,128.2559,공공기관-특수법인,수세식,Y,N,없음,N,N,없음,,2023-12-21
746,개방화장실,법제3조제16호-영제3조제1항제1호,국민연금관리공단 문경지사,경상북도 문경시 매봉로 45,경상북도 문경시 모전동 915-1,2,2,1,1,0,0,2,1,0,국민연금공단 문경지사,054-550-3302,정시,09:00~18:00,,36.58882,128.1806,공공기관-특수법인,수세식,Y,N,없음,N,N,없음,,2023-12-21
747,개방화장실,법제3조제16호-영제3조제1항제1호,문경약돌한우타운,경상북도 문경시 문경읍 문경대로 2426,경상북도 문경시 문경읍 진안리 350-7,2,2,0,0,0,0,2,0,0,문경시청 유통축산과,054-550-6282,정시,08:00~20:00,,36.74201,128.083,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2023-12-21
748,개방화장실,법제3조제16호-영제3조제1항제1호,국립대야산자연휴양림 방문자안내센터,경상북도 문경시 가은읍 용추길 31-35,경상북도 문경시 가은읍 완장리 산 65-1,1,2,1,0,0,0,1,1,0,국립대야산자연휴양림,054-571-7181,정시,09:00~18:00,,36.66054,127.9557,공공기관-국가공공기관,수세식,Y,N,없음,N,N,없음,,2023-12-21
749,개방화장실,법제3조제16호-영제3조제1항제1호,중부광산안전사무소,경상북도 문경시 모전로 200,경상북도 문경시 모전동 949-2,2,2,1,0,0,0,1,0,0,중부광산안전사무소,054-553-5775,정시,09:00~18:00,,36.59858,128.1877,공공기관-국가공공기관,수세식,Y,N,없음,N,N,없음,,2023-12-21
750,공중화장실,법제3조제6호,졸음쉼터(창원방향),,경상북도 문경시 문경읍 각서리 546-4,1,2,0,0,0,0,2,0,0,한국도로공사 충북본부,043-721-6000,상시,,,36.74702,128.06114,공공기관-특수법인,수세식,Y,N,없음,N,N,없음,,2023-12-21
751,공중화장실,법제3조제6호,졸음쉼터(양평방향),,경상북도 문경시 문경읍 마원리 428-27,1,2,0,0,0,0,2,0,0,한국도로공사 충북본부,043-721-6000,상시,,,36.716794,128.105148,공공기관-특수법인,수세식,Y,N,없음,N,N,없음,,2023-12-21
752,개방화장실,법제3조제16호-영제3조제1항제1호,문경고용복지플러스센터,경상북도 문경시 매봉1길 67,경상북도 문경시 모전동 687,1,2,1,0,0,0,2,1,0,문경고용복지플러스센터,054-559-8200,정시,09:00~18:00,,36.5905,128.1826,공공기관-국가공공기관,수세식,Y,N,없음,N,N,없음,,2023-12-21
753,개방화장실,법제3조제16호-영제3조제1항제1호,홈플러스㈜ 문경점,경상북도 문경시 모전로 65,경상북도 문경시 모전동 859-2,3,3,0,0,0,0,4,0,0,홈플러스 문경점,054-559-8000,정시,09:00~22:00,,36.58739,128.1905,민간소유-법인,수세식,Y,N,없음,N,N,없음,,2023-12-21
754,개방화장실,법제3조제16호-영제3조제1항제1호,서문경농협 가은지점,경상북도 문경시 가은읍 대야로 2483,경상북도 문경시 가은읍 왕능리 273-9,4,2,0,0,0,0,2,0,0,서문경농협,054-553-6060,정시,09:00~18:00,,36.64621,128.0622,민간소유-법인,수세식,Y,N,없음,N,N,없음,,2023-12-21
